file_name,speaker,path,emotion,sentence,Duration (seconds),Sampling Rate (Hz),dataset,mel_npy_path,mel_png_path,emotion_encoded,emotion_Anger,emotion_Disgust,emotion_Fear,emotion_Happiness,emotion_Neutral,emotion_Sadness
03b01Td.wav,03,Data/padded_audio/EmoDB/wav/03b01Td.wav,Sadness,What kind of bags are those standing under the table?,3.3906875,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/03b01Td.npy,Data/mel_spectrograms/EmoDB/wav/03b01Td.png,5,0.0,0.0,0.0,0.0,0.0,1.0
03b01Wa.wav,03,Data/padded_audio/EmoDB/wav/03b01Wa.wav,Anger,What kind of bags are those standing under the table?,2.1798125,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/03b01Wa.npy,Data/mel_spectrograms/EmoDB/wav/03b01Wa.png,0,1.0,0.0,0.0,0.0,0.0,0.0
03b01Wc.wav,03,Data/padded_audio/EmoDB/wav/03b01Wc.wav,Anger,What kind of bags are those standing under the table?,2.92925,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/03b01Wc.npy,Data/mel_spectrograms/EmoDB/wav/03b01Wc.png,0,1.0,0.0,0.0,0.0,0.0,0.0
03b02Aa.wav,03,Data/padded_audio/EmoDB/wav/03b02Aa.wav,Fear,They just carried it up and now they’re going back down.,3.0848125,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/03b02Aa.npy,Data/mel_spectrograms/EmoDB/wav/03b02Aa.png,2,0.0,0.0,1.0,0.0,0.0,0.0
03b02Na.wav,03,Data/padded_audio/EmoDB/wav/03b02Na.wav,Neutral,They just carried it up and now they’re going back down.,2.9453125,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/03b02Na.npy,Data/mel_spectrograms/EmoDB/wav/03b02Na.png,4,0.0,0.0,0.0,0.0,1.0,0.0
03b02Tb.wav,03,Data/padded_audio/EmoDB/wav/03b02Tb.wav,Sadness,They just carried it up and now they’re going back down.,5.126875,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/03b02Tb.npy,Data/mel_spectrograms/EmoDB/wav/03b02Tb.png,5,0.0,0.0,0.0,0.0,0.0,1.0
03b02Wb.wav,03,Data/padded_audio/EmoDB/wav/03b02Wb.wav,Anger,They just carried it up and now they’re going back down.,3.1840625,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/03b02Wb.npy,Data/mel_spectrograms/EmoDB/wav/03b02Wb.png,0,1.0,0.0,0.0,0.0,0.0,0.0
03b03Nb.wav,03,Data/padded_audio/EmoDB/wav/03b03Nb.wav,Neutral,"On weekends, I always went home and visited Agnes.",3.6445,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/03b03Nb.npy,Data/mel_spectrograms/EmoDB/wav/03b03Nb.png,4,0.0,0.0,0.0,0.0,1.0,0.0
03b03Tc.wav,03,Data/padded_audio/EmoDB/wav/03b03Tc.wav,Sadness,"On weekends, I always went home and visited Agnes.",5.2993125,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/03b03Tc.npy,Data/mel_spectrograms/EmoDB/wav/03b03Tc.png,5,0.0,0.0,0.0,0.0,0.0,1.0
03b03Wc.wav,03,Data/padded_audio/EmoDB/wav/03b03Wc.wav,Anger,"On weekends, I always went home and visited Agnes.",3.8474375,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/03b03Wc.npy,Data/mel_spectrograms/EmoDB/wav/03b03Wc.png,0,1.0,0.0,0.0,0.0,0.0,0.0
03b09Nc.wav,03,Data/padded_audio/EmoDB/wav/03b09Nc.wav,Neutral,I just want to drop this off and then go have a drink with Karl.,2.5885625,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/03b09Nc.npy,Data/mel_spectrograms/EmoDB/wav/03b09Nc.png,4,0.0,0.0,0.0,0.0,1.0,0.0
03b09Tc.wav,03,Data/padded_audio/EmoDB/wav/03b09Tc.wav,Sadness,I just want to drop this off and then go have a drink with Karl.,3.947125,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/03b09Tc.npy,Data/mel_spectrograms/EmoDB/wav/03b09Tc.png,5,0.0,0.0,0.0,0.0,0.0,1.0
03b09Wa.wav,03,Data/padded_audio/EmoDB/wav/03b09Wa.wav,Anger,I just want to drop this off and then go have a drink with Karl.,2.89375,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/03b09Wa.npy,Data/mel_spectrograms/EmoDB/wav/03b09Wa.png,0,1.0,0.0,0.0,0.0,0.0,0.0
03b10Ab.wav,03,Data/padded_audio/EmoDB/wav/03b10Ab.wav,Fear,She'll be in the spot where we always put her.,2.82825,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/03b10Ab.npy,Data/mel_spectrograms/EmoDB/wav/03b10Ab.png,2,0.0,0.0,1.0,0.0,0.0,0.0
03b10Ec.wav,03,Data/padded_audio/EmoDB/wav/03b10Ec.wav,Disgust,She'll be in the spot where we always put her.,3.202,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/03b10Ec.npy,Data/mel_spectrograms/EmoDB/wav/03b10Ec.png,1,0.0,1.0,0.0,0.0,0.0,0.0
03b10Na.wav,03,Data/padded_audio/EmoDB/wav/03b10Na.wav,Neutral,She'll be in the spot where we always put her.,2.2564375,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/03b10Na.npy,Data/mel_spectrograms/EmoDB/wav/03b10Na.png,4,0.0,0.0,0.0,0.0,1.0,0.0
03b10Nc.wav,03,Data/padded_audio/EmoDB/wav/03b10Nc.wav,Neutral,She'll be in the spot where we always put her.,2.2176875,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/03b10Nc.npy,Data/mel_spectrograms/EmoDB/wav/03b10Nc.png,4,0.0,0.0,0.0,0.0,1.0,0.0
03b10Wb.wav,03,Data/padded_audio/EmoDB/wav/03b10Wb.wav,Anger,She'll be in the spot where we always put her.,2.1664375,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/03b10Wb.npy,Data/mel_spectrograms/EmoDB/wav/03b10Wb.png,0,1.0,0.0,0.0,0.0,0.0,0.0
03b10Wc.wav,03,Data/padded_audio/EmoDB/wav/03b10Wc.wav,Anger,She'll be in the spot where we always put her.,2.442,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/03b10Wc.npy,Data/mel_spectrograms/EmoDB/wav/03b10Wc.png,0,1.0,0.0,0.0,0.0,0.0,0.0
08a01Ab.wav,08,Data/padded_audio/EmoDB/wav/08a01Ab.wav,Fear,The cloth is lying on the icebox.,1.8540625,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a01Ab.npy,Data/mel_spectrograms/EmoDB/wav/08a01Ab.png,2,0.0,0.0,1.0,0.0,0.0,0.0
08a01Fd.wav,08,Data/padded_audio/EmoDB/wav/08a01Fd.wav,Happiness,The cloth is lying on the icebox.,2.29975,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a01Fd.npy,Data/mel_spectrograms/EmoDB/wav/08a01Fd.png,3,0.0,0.0,0.0,1.0,0.0,0.0
08a01Na.wav,08,Data/padded_audio/EmoDB/wav/08a01Na.wav,Neutral,The cloth is lying on the icebox.,1.7645,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a01Na.npy,Data/mel_spectrograms/EmoDB/wav/08a01Na.png,4,0.0,0.0,0.0,0.0,1.0,0.0
08a01Wa.wav,08,Data/padded_audio/EmoDB/wav/08a01Wa.wav,Anger,The cloth is lying on the icebox.,1.6128125,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a01Wa.npy,Data/mel_spectrograms/EmoDB/wav/08a01Wa.png,0,1.0,0.0,0.0,0.0,0.0,0.0
08a01Wc.wav,08,Data/padded_audio/EmoDB/wav/08a01Wc.wav,Anger,The cloth is lying on the icebox.,1.691,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a01Wc.npy,Data/mel_spectrograms/EmoDB/wav/08a01Wc.png,0,1.0,0.0,0.0,0.0,0.0,0.0
08a02Ab.wav,08,Data/padded_audio/EmoDB/wav/08a02Ab.wav,Fear,The knife is in the drawer.,1.584,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a02Ab.npy,Data/mel_spectrograms/EmoDB/wav/08a02Ab.png,2,0.0,0.0,1.0,0.0,0.0,0.0
08a02Ac.wav,08,Data/padded_audio/EmoDB/wav/08a02Ac.wav,Fear,The knife is in the drawer.,1.6863125,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a02Ac.npy,Data/mel_spectrograms/EmoDB/wav/08a02Ac.png,2,0.0,0.0,1.0,0.0,0.0,0.0
08a02Fe.wav,08,Data/padded_audio/EmoDB/wav/08a02Fe.wav,Happiness,The knife is in the drawer.,1.6195,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a02Fe.npy,Data/mel_spectrograms/EmoDB/wav/08a02Fe.png,3,0.0,0.0,0.0,1.0,0.0,0.0
08a02Na.wav,08,Data/padded_audio/EmoDB/wav/08a02Na.wav,Neutral,The knife is in the drawer.,1.790625,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a02Na.npy,Data/mel_spectrograms/EmoDB/wav/08a02Na.png,4,0.0,0.0,0.0,0.0,1.0,0.0
08a02Tb.wav,08,Data/padded_audio/EmoDB/wav/08a02Tb.wav,Sadness,The knife is in the drawer.,3.0465625,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a02Tb.npy,Data/mel_spectrograms/EmoDB/wav/08a02Tb.png,5,0.0,0.0,0.0,0.0,0.0,1.0
08a02Wc.wav,08,Data/padded_audio/EmoDB/wav/08a02Wc.wav,Anger,The knife is in the drawer.,1.8671875,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a02Wc.npy,Data/mel_spectrograms/EmoDB/wav/08a02Wc.png,0,1.0,0.0,0.0,0.0,0.0,0.0
08a04Ff.wav,08,Data/padded_audio/EmoDB/wav/08a04Ff.wav,Happiness,I might tell him tonight.,1.800625,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a04Ff.npy,Data/mel_spectrograms/EmoDB/wav/08a04Ff.png,3,0.0,0.0,0.0,1.0,0.0,0.0
08a04Nc.wav,08,Data/padded_audio/EmoDB/wav/08a04Nc.wav,Neutral,I might tell him tonight.,2.03325,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a04Nc.npy,Data/mel_spectrograms/EmoDB/wav/08a04Nc.png,4,0.0,0.0,0.0,0.0,1.0,0.0
08a04Tb.wav,08,Data/padded_audio/EmoDB/wav/08a04Tb.wav,Sadness,I might tell him tonight.,3.8371875,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a04Tb.npy,Data/mel_spectrograms/EmoDB/wav/08a04Tb.png,5,0.0,0.0,0.0,0.0,0.0,1.0
08a04Wc.wav,08,Data/padded_audio/EmoDB/wav/08a04Wc.wav,Anger,I might tell him tonight.,1.8049375,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a04Wc.npy,Data/mel_spectrograms/EmoDB/wav/08a04Wc.png,0,1.0,0.0,0.0,0.0,0.0,0.0
08a05Fe.wav,08,Data/padded_audio/EmoDB/wav/08a05Fe.wav,Happiness,The black piece of paper is up there next to the piece of wood.,3.0986875,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a05Fe.npy,Data/mel_spectrograms/EmoDB/wav/08a05Fe.png,3,0.0,0.0,0.0,1.0,0.0,0.0
08a05Nb.wav,08,Data/padded_audio/EmoDB/wav/08a05Nb.wav,Neutral,The black piece of paper is up there next to the piece of wood.,3.2528125,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a05Nb.npy,Data/mel_spectrograms/EmoDB/wav/08a05Nb.png,4,0.0,0.0,0.0,0.0,1.0,0.0
08a05Ta.wav,08,Data/padded_audio/EmoDB/wav/08a05Ta.wav,Sadness,The black piece of paper is up there next to the piece of wood.,5.6214375,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a05Ta.npy,Data/mel_spectrograms/EmoDB/wav/08a05Ta.png,5,0.0,0.0,0.0,0.0,0.0,1.0
08a05Wa.wav,08,Data/padded_audio/EmoDB/wav/08a05Wa.wav,Anger,The black piece of paper is up there next to the piece of wood.,2.9291875,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a05Wa.npy,Data/mel_spectrograms/EmoDB/wav/08a05Wa.png,0,1.0,0.0,0.0,0.0,0.0,0.0
08a07Fd.wav,08,Data/padded_audio/EmoDB/wav/08a07Fd.wav,Happiness,"In seven hours, it will be time.",1.9630625,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a07Fd.npy,Data/mel_spectrograms/EmoDB/wav/08a07Fd.png,3,0.0,0.0,0.0,1.0,0.0,0.0
08a07Na.wav,08,Data/padded_audio/EmoDB/wav/08a07Na.wav,Neutral,"In seven hours, it will be time.",2.0839375,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a07Na.npy,Data/mel_spectrograms/EmoDB/wav/08a07Na.png,4,0.0,0.0,0.0,0.0,1.0,0.0
08a07Ta.wav,08,Data/padded_audio/EmoDB/wav/08a07Ta.wav,Sadness,"In seven hours, it will be time.",3.46275,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a07Ta.npy,Data/mel_spectrograms/EmoDB/wav/08a07Ta.png,5,0.0,0.0,0.0,0.0,0.0,1.0
08a07Tb.wav,08,Data/padded_audio/EmoDB/wav/08a07Tb.wav,Sadness,"In seven hours, it will be time.",4.0235625,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a07Tb.npy,Data/mel_spectrograms/EmoDB/wav/08a07Tb.png,5,0.0,0.0,0.0,0.0,0.0,1.0
08a07Wc.wav,08,Data/padded_audio/EmoDB/wav/08a07Wc.wav,Anger,"In seven hours, it will be time.",2.2193125,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08a07Wc.npy,Data/mel_spectrograms/EmoDB/wav/08a07Wc.png,0,1.0,0.0,0.0,0.0,0.0,0.0
08b01Aa.wav,08,Data/padded_audio/EmoDB/wav/08b01Aa.wav,Fear,What kind of bags are those standing under the table?,2.676875,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08b01Aa.npy,Data/mel_spectrograms/EmoDB/wav/08b01Aa.png,2,0.0,0.0,1.0,0.0,0.0,0.0
08b01Fd.wav,08,Data/padded_audio/EmoDB/wav/08b01Fd.wav,Happiness,What kind of bags are those standing under the table?,2.4819375,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08b01Fd.npy,Data/mel_spectrograms/EmoDB/wav/08b01Fd.png,3,0.0,0.0,0.0,1.0,0.0,0.0
08b01Fe.wav,08,Data/padded_audio/EmoDB/wav/08b01Fe.wav,Happiness,What kind of bags are those standing under the table?,2.51575,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08b01Fe.npy,Data/mel_spectrograms/EmoDB/wav/08b01Fe.png,3,0.0,0.0,0.0,1.0,0.0,0.0
08b01Na.wav,08,Data/padded_audio/EmoDB/wav/08b01Na.wav,Neutral,What kind of bags are those standing under the table?,2.354,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08b01Na.npy,Data/mel_spectrograms/EmoDB/wav/08b01Na.png,4,0.0,0.0,0.0,0.0,1.0,0.0
08b01Wa.wav,08,Data/padded_audio/EmoDB/wav/08b01Wa.wav,Anger,What kind of bags are those standing under the table?,3.3085,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08b01Wa.npy,Data/mel_spectrograms/EmoDB/wav/08b01Wa.png,0,1.0,0.0,0.0,0.0,0.0,0.0
08b02Ff.wav,08,Data/padded_audio/EmoDB/wav/08b02Ff.wav,Happiness,They just carried it up and now they’re going back down.,2.771125,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08b02Ff.npy,Data/mel_spectrograms/EmoDB/wav/08b02Ff.png,3,0.0,0.0,0.0,1.0,0.0,0.0
08b02Nb.wav,08,Data/padded_audio/EmoDB/wav/08b02Nb.wav,Neutral,They just carried it up and now they’re going back down.,3.0555,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08b02Nb.npy,Data/mel_spectrograms/EmoDB/wav/08b02Nb.png,4,0.0,0.0,0.0,0.0,1.0,0.0
08b02Tc.wav,08,Data/padded_audio/EmoDB/wav/08b02Tc.wav,Sadness,They just carried it up and now they’re going back down.,7.6794375,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08b02Tc.npy,Data/mel_spectrograms/EmoDB/wav/08b02Tc.png,5,0.0,0.0,0.0,0.0,0.0,1.0
08b02Wd.wav,08,Data/padded_audio/EmoDB/wav/08b02Wd.wav,Anger,They just carried it up and now they’re going back down.,3.584,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08b02Wd.npy,Data/mel_spectrograms/EmoDB/wav/08b02Wd.png,0,1.0,0.0,0.0,0.0,0.0,0.0
08b03Fe.wav,08,Data/padded_audio/EmoDB/wav/08b03Fe.wav,Happiness,"On weekends, I always went home and visited Agnes.",3.6160625,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08b03Fe.npy,Data/mel_spectrograms/EmoDB/wav/08b03Fe.png,3,0.0,0.0,0.0,1.0,0.0,0.0
08b03Nb.wav,08,Data/padded_audio/EmoDB/wav/08b03Nb.wav,Neutral,"On weekends, I always went home and visited Agnes.",3.7216875,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08b03Nb.npy,Data/mel_spectrograms/EmoDB/wav/08b03Nb.png,4,0.0,0.0,0.0,0.0,1.0,0.0
08b03Tc.wav,08,Data/padded_audio/EmoDB/wav/08b03Tc.wav,Sadness,"On weekends, I always went home and visited Agnes.",8.97825,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08b03Tc.npy,Data/mel_spectrograms/EmoDB/wav/08b03Tc.png,5,0.0,0.0,0.0,0.0,0.0,1.0
08b03Wd.wav,08,Data/padded_audio/EmoDB/wav/08b03Wd.wav,Anger,"On weekends, I always went home and visited Agnes.",4.08125,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08b03Wd.npy,Data/mel_spectrograms/EmoDB/wav/08b03Wd.png,0,1.0,0.0,0.0,0.0,0.0,0.0
08b09Ab.wav,08,Data/padded_audio/EmoDB/wav/08b09Ab.wav,Fear,I just want to drop this off and then go have a drink with Karl.,3.18125,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08b09Ab.npy,Data/mel_spectrograms/EmoDB/wav/08b09Ab.png,2,0.0,0.0,1.0,0.0,0.0,0.0
08b09Fd.wav,08,Data/padded_audio/EmoDB/wav/08b09Fd.wav,Happiness,I just want to drop this off and then go have a drink with Karl.,2.7668125,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08b09Fd.npy,Data/mel_spectrograms/EmoDB/wav/08b09Fd.png,3,0.0,0.0,0.0,1.0,0.0,0.0
08b09Nb.wav,08,Data/padded_audio/EmoDB/wav/08b09Nb.wav,Neutral,I just want to drop this off and then go have a drink with Karl.,2.85375,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08b09Nb.npy,Data/mel_spectrograms/EmoDB/wav/08b09Nb.png,4,0.0,0.0,0.0,0.0,1.0,0.0
08b09Tb.wav,08,Data/padded_audio/EmoDB/wav/08b09Tb.wav,Sadness,I just want to drop this off and then go have a drink with Karl.,6.7514375,16000,EmoDB,Data/mel_spectrograms/EmoDB/wav/08b09Tb.npy,Data/mel_spectrograms/EmoDB/wav/08b09Tb.png,5,0.0,0.0,0.0,0.0,0.0,1.0
