file_name,speaker,path,emotion,sentence,Duration (seconds),Sampling Rate (Hz),dataset
03a05Wa.wav,03,Data/padded_audio/EmoDB/wav/03a05Wa.wav,Anger,The black piece of paper is up there next to the piece of wood.,3.44075,16000,EmoDB
03a05Wb.wav,03,Data/padded_audio/EmoDB/wav/03a05Wb.wav,Anger,The black piece of paper is up there next to the piece of wood.,2.96225,16000,EmoDB
03a07Fa.wav,03,Data/padded_audio/EmoDB/wav/03a07Fa.wav,Happiness,"In seven hours, it will be time.",2.1338125,16000,EmoDB
03a07Fb.wav,03,Data/padded_audio/EmoDB/wav/03a07Fb.wav,Happiness,"In seven hours, it will be time.",2.449875,16000,EmoDB
03a07Nc.wav,03,Data/padded_audio/EmoDB/wav/03a07Nc.wav,Neutral,"In seven hours, it will be time.",1.788125,16000,EmoDB
03a07Wc.wav,03,Data/padded_audio/EmoDB/wav/03a07Wc.wav,Anger,"In seven hours, it will be time.",2.0875625,16000,EmoDB
03b01Fa.wav,03,Data/padded_audio/EmoDB/wav/03b01Fa.wav,Happiness,What kind of bags are those standing under the table?,2.3621875,16000,EmoDB
03b01Nb.wav,03,Data/padded_audio/EmoDB/wav/03b01Nb.wav,Neutral,What kind of bags are those standing under the table?,2.3891875,16000,EmoDB
03b01Td.wav,03,Data/padded_audio/EmoDB/wav/03b01Td.wav,Sadness,What kind of bags are those standing under the table?,3.3906875,16000,EmoDB
03b01Wa.wav,03,Data/padded_audio/EmoDB/wav/03b01Wa.wav,Anger,What kind of bags are those standing under the table?,2.1798125,16000,EmoDB
03b01Wc.wav,03,Data/padded_audio/EmoDB/wav/03b01Wc.wav,Anger,What kind of bags are those standing under the table?,2.92925,16000,EmoDB
03b02Aa.wav,03,Data/padded_audio/EmoDB/wav/03b02Aa.wav,Fear,They just carried it up and now they’re going back down.,3.0848125,16000,EmoDB
03b02Na.wav,03,Data/padded_audio/EmoDB/wav/03b02Na.wav,Neutral,They just carried it up and now they’re going back down.,2.9453125,16000,EmoDB
03b02Tb.wav,03,Data/padded_audio/EmoDB/wav/03b02Tb.wav,Sadness,They just carried it up and now they’re going back down.,5.126875,16000,EmoDB
03b02Wb.wav,03,Data/padded_audio/EmoDB/wav/03b02Wb.wav,Anger,They just carried it up and now they’re going back down.,3.1840625,16000,EmoDB
03b03Nb.wav,03,Data/padded_audio/EmoDB/wav/03b03Nb.wav,Neutral,"On weekends, I always went home and visited Agnes.",3.6445,16000,EmoDB
03b03Tc.wav,03,Data/padded_audio/EmoDB/wav/03b03Tc.wav,Sadness,"On weekends, I always went home and visited Agnes.",5.2993125,16000,EmoDB
03b03Wc.wav,03,Data/padded_audio/EmoDB/wav/03b03Wc.wav,Anger,"On weekends, I always went home and visited Agnes.",3.8474375,16000,EmoDB
03b09Nc.wav,03,Data/padded_audio/EmoDB/wav/03b09Nc.wav,Neutral,I just want to drop this off and then go have a drink with Karl.,2.5885625,16000,EmoDB
03b09Tc.wav,03,Data/padded_audio/EmoDB/wav/03b09Tc.wav,Sadness,I just want to drop this off and then go have a drink with Karl.,3.947125,16000,EmoDB
03b09Wa.wav,03,Data/padded_audio/EmoDB/wav/03b09Wa.wav,Anger,I just want to drop this off and then go have a drink with Karl.,2.89375,16000,EmoDB
03b10Ab.wav,03,Data/padded_audio/EmoDB/wav/03b10Ab.wav,Fear,She'll be in the spot where we always put her.,2.82825,16000,EmoDB
03b10Ec.wav,03,Data/padded_audio/EmoDB/wav/03b10Ec.wav,Disgust,She'll be in the spot where we always put her.,3.202,16000,EmoDB
03b10Na.wav,03,Data/padded_audio/EmoDB/wav/03b10Na.wav,Neutral,She'll be in the spot where we always put her.,2.2564375,16000,EmoDB
03b10Nc.wav,03,Data/padded_audio/EmoDB/wav/03b10Nc.wav,Neutral,She'll be in the spot where we always put her.,2.2176875,16000,EmoDB
03b10Wb.wav,03,Data/padded_audio/EmoDB/wav/03b10Wb.wav,Anger,She'll be in the spot where we always put her.,2.1664375,16000,EmoDB
03b10Wc.wav,03,Data/padded_audio/EmoDB/wav/03b10Wc.wav,Anger,She'll be in the spot where we always put her.,2.442,16000,EmoDB
08a01Ab.wav,08,Data/padded_audio/EmoDB/wav/08a01Ab.wav,Fear,The cloth is lying on the icebox.,1.8540625,16000,EmoDB
08a01Fd.wav,08,Data/padded_audio/EmoDB/wav/08a01Fd.wav,Happiness,The cloth is lying on the icebox.,2.29975,16000,EmoDB
08a01Na.wav,08,Data/padded_audio/EmoDB/wav/08a01Na.wav,Neutral,The cloth is lying on the icebox.,1.7645,16000,EmoDB
08a01Wa.wav,08,Data/padded_audio/EmoDB/wav/08a01Wa.wav,Anger,The cloth is lying on the icebox.,1.6128125,16000,EmoDB
08a01Wc.wav,08,Data/padded_audio/EmoDB/wav/08a01Wc.wav,Anger,The cloth is lying on the icebox.,1.691,16000,EmoDB
08a02Ab.wav,08,Data/padded_audio/EmoDB/wav/08a02Ab.wav,Fear,The knife is in the drawer.,1.584,16000,EmoDB
08a02Ac.wav,08,Data/padded_audio/EmoDB/wav/08a02Ac.wav,Fear,The knife is in the drawer.,1.6863125,16000,EmoDB
08a02Fe.wav,08,Data/padded_audio/EmoDB/wav/08a02Fe.wav,Happiness,The knife is in the drawer.,1.6195,16000,EmoDB
08a02Na.wav,08,Data/padded_audio/EmoDB/wav/08a02Na.wav,Neutral,The knife is in the drawer.,1.790625,16000,EmoDB
08a02Tb.wav,08,Data/padded_audio/EmoDB/wav/08a02Tb.wav,Sadness,The knife is in the drawer.,3.0465625,16000,EmoDB
08a02Wc.wav,08,Data/padded_audio/EmoDB/wav/08a02Wc.wav,Anger,The knife is in the drawer.,1.8671875,16000,EmoDB
08a04Ff.wav,08,Data/padded_audio/EmoDB/wav/08a04Ff.wav,Happiness,I might tell him tonight.,1.800625,16000,EmoDB
08a04Nc.wav,08,Data/padded_audio/EmoDB/wav/08a04Nc.wav,Neutral,I might tell him tonight.,2.03325,16000,EmoDB
08a04Tb.wav,08,Data/padded_audio/EmoDB/wav/08a04Tb.wav,Sadness,I might tell him tonight.,3.8371875,16000,EmoDB
08a04Wc.wav,08,Data/padded_audio/EmoDB/wav/08a04Wc.wav,Anger,I might tell him tonight.,1.8049375,16000,EmoDB
08a05Fe.wav,08,Data/padded_audio/EmoDB/wav/08a05Fe.wav,Happiness,The black piece of paper is up there next to the piece of wood.,3.0986875,16000,EmoDB
08a05Nb.wav,08,Data/padded_audio/EmoDB/wav/08a05Nb.wav,Neutral,The black piece of paper is up there next to the piece of wood.,3.2528125,16000,EmoDB
08a05Ta.wav,08,Data/padded_audio/EmoDB/wav/08a05Ta.wav,Sadness,The black piece of paper is up there next to the piece of wood.,5.6214375,16000,EmoDB
08a05Wa.wav,08,Data/padded_audio/EmoDB/wav/08a05Wa.wav,Anger,The black piece of paper is up there next to the piece of wood.,2.9291875,16000,EmoDB
08a07Fd.wav,08,Data/padded_audio/EmoDB/wav/08a07Fd.wav,Happiness,"In seven hours, it will be time.",1.9630625,16000,EmoDB
08a07Na.wav,08,Data/padded_audio/EmoDB/wav/08a07Na.wav,Neutral,"In seven hours, it will be time.",2.0839375,16000,EmoDB
08a07Ta.wav,08,Data/padded_audio/EmoDB/wav/08a07Ta.wav,Sadness,"In seven hours, it will be time.",3.46275,16000,EmoDB
08a07Tb.wav,08,Data/padded_audio/EmoDB/wav/08a07Tb.wav,Sadness,"In seven hours, it will be time.",4.0235625,16000,EmoDB
08a07Wc.wav,08,Data/padded_audio/EmoDB/wav/08a07Wc.wav,Anger,"In seven hours, it will be time.",2.2193125,16000,EmoDB
08b01Aa.wav,08,Data/padded_audio/EmoDB/wav/08b01Aa.wav,Fear,What kind of bags are those standing under the table?,2.676875,16000,EmoDB
08b01Fd.wav,08,Data/padded_audio/EmoDB/wav/08b01Fd.wav,Happiness,What kind of bags are those standing under the table?,2.4819375,16000,EmoDB
08b01Fe.wav,08,Data/padded_audio/EmoDB/wav/08b01Fe.wav,Happiness,What kind of bags are those standing under the table?,2.51575,16000,EmoDB
08b01Na.wav,08,Data/padded_audio/EmoDB/wav/08b01Na.wav,Neutral,What kind of bags are those standing under the table?,2.354,16000,EmoDB
08b01Wa.wav,08,Data/padded_audio/EmoDB/wav/08b01Wa.wav,Anger,What kind of bags are those standing under the table?,3.3085,16000,EmoDB
08b02Ff.wav,08,Data/padded_audio/EmoDB/wav/08b02Ff.wav,Happiness,They just carried it up and now they’re going back down.,2.771125,16000,EmoDB
08b02Nb.wav,08,Data/padded_audio/EmoDB/wav/08b02Nb.wav,Neutral,They just carried it up and now they’re going back down.,3.0555,16000,EmoDB
08b02Tc.wav,08,Data/padded_audio/EmoDB/wav/08b02Tc.wav,Sadness,They just carried it up and now they’re going back down.,7.6794375,16000,EmoDB
08b02Wd.wav,08,Data/padded_audio/EmoDB/wav/08b02Wd.wav,Anger,They just carried it up and now they’re going back down.,3.584,16000,EmoDB
08b03Fe.wav,08,Data/padded_audio/EmoDB/wav/08b03Fe.wav,Happiness,"On weekends, I always went home and visited Agnes.",3.6160625,16000,EmoDB
08b03Nb.wav,08,Data/padded_audio/EmoDB/wav/08b03Nb.wav,Neutral,"On weekends, I always went home and visited Agnes.",3.7216875,16000,EmoDB
08b03Tc.wav,08,Data/padded_audio/EmoDB/wav/08b03Tc.wav,Sadness,"On weekends, I always went home and visited Agnes.",8.97825,16000,EmoDB
08b03Wd.wav,08,Data/padded_audio/EmoDB/wav/08b03Wd.wav,Anger,"On weekends, I always went home and visited Agnes.",4.08125,16000,EmoDB
08b09Ab.wav,08,Data/padded_audio/EmoDB/wav/08b09Ab.wav,Fear,I just want to drop this off and then go have a drink with Karl.,3.18125,16000,EmoDB
08b09Fd.wav,08,Data/padded_audio/EmoDB/wav/08b09Fd.wav,Happiness,I just want to drop this off and then go have a drink with Karl.,2.7668125,16000,EmoDB
08b09Nb.wav,08,Data/padded_audio/EmoDB/wav/08b09Nb.wav,Neutral,I just want to drop this off and then go have a drink with Karl.,2.85375,16000,EmoDB
08b09Tb.wav,08,Data/padded_audio/EmoDB/wav/08b09Tb.wav,Sadness,I just want to drop this off and then go have a drink with Karl.,6.7514375,16000,EmoDB
08b09Wa.wav,08,Data/padded_audio/EmoDB/wav/08b09Wa.wav,Anger,I just want to drop this off and then go have a drink with Karl.,3.1655625,16000,EmoDB
08b09Wc.wav,08,Data/padded_audio/EmoDB/wav/08b09Wc.wav,Anger,I just want to drop this off and then go have a drink with Karl.,3.3114375,16000,EmoDB
08b10Aa.wav,08,Data/padded_audio/EmoDB/wav/08b10Aa.wav,Fear,She'll be in the spot where we always put her.,2.6551875,16000,EmoDB
08b10Fd.wav,08,Data/padded_audio/EmoDB/wav/08b10Fd.wav,Happiness,She'll be in the spot where we always put her.,2.4635625,16000,EmoDB
08b10Nc.wav,08,Data/padded_audio/EmoDB/wav/08b10Nc.wav,Neutral,She'll be in the spot where we always put her.,2.3780625,16000,EmoDB
08b10Tc.wav,08,Data/padded_audio/EmoDB/wav/08b10Tc.wav,Sadness,She'll be in the spot where we always put her.,4.6628125,16000,EmoDB
08b10Wa.wav,08,Data/padded_audio/EmoDB/wav/08b10Wa.wav,Anger,She'll be in the spot where we always put her.,3.135375,16000,EmoDB
09a01Ea.wav,09,Data/padded_audio/EmoDB/wav/09a01Ea.wav,Disgust,The cloth is lying on the icebox.,2.62125,16000,EmoDB
09a01Fa.wav,09,Data/padded_audio/EmoDB/wav/09a01Fa.wav,Happiness,The cloth is lying on the icebox.,1.831125,16000,EmoDB
09a01Nb.wav,09,Data/padded_audio/EmoDB/wav/09a01Nb.wav,Neutral,The cloth is lying on the icebox.,1.6825625,16000,EmoDB
09a01Wb.wav,09,Data/padded_audio/EmoDB/wav/09a01Wb.wav,Anger,The cloth is lying on the icebox.,1.7015,16000,EmoDB
09a02Ea.wav,09,Data/padded_audio/EmoDB/wav/09a02Ea.wav,Disgust,The knife is in the drawer.,2.4346875,16000,EmoDB
09a02Eb.wav,09,Data/padded_audio/EmoDB/wav/09a02Eb.wav,Disgust,The knife is in the drawer.,1.5238125,16000,EmoDB
09a02Wb.wav,09,Data/padded_audio/EmoDB/wav/09a02Wb.wav,Anger,The knife is in the drawer.,1.6553125,16000,EmoDB
09a04Fd.wav,09,Data/padded_audio/EmoDB/wav/09a04Fd.wav,Happiness,I might tell him tonight.,1.481375,16000,EmoDB
09a04Nb.wav,09,Data/padded_audio/EmoDB/wav/09a04Nb.wav,Neutral,I might tell him tonight.,1.7675625,16000,EmoDB
09a04Wa.wav,09,Data/padded_audio/EmoDB/wav/09a04Wa.wav,Anger,I might tell him tonight.,1.8368125,16000,EmoDB
09a05Ed.wav,09,Data/padded_audio/EmoDB/wav/09a05Ed.wav,Disgust,The black piece of paper is up there next to the piece of wood.,5.1574375,16000,EmoDB
09a05Nb.wav,09,Data/padded_audio/EmoDB/wav/09a05Nb.wav,Neutral,The black piece of paper is up there next to the piece of wood.,3.0775,16000,EmoDB
09a05Tb.wav,09,Data/padded_audio/EmoDB/wav/09a05Tb.wav,Sadness,The black piece of paper is up there next to the piece of wood.,3.908625,16000,EmoDB
09a05Wb.wav,09,Data/padded_audio/EmoDB/wav/09a05Wb.wav,Anger,The black piece of paper is up there next to the piece of wood.,3.4001875,16000,EmoDB
09a05Wc.wav,09,Data/padded_audio/EmoDB/wav/09a05Wc.wav,Anger,The black piece of paper is up there next to the piece of wood.,3.184625,16000,EmoDB
09a07Eb.wav,09,Data/padded_audio/EmoDB/wav/09a07Eb.wav,Disgust,"In seven hours, it will be time.",3.3458125,16000,EmoDB
09a07Na.wav,09,Data/padded_audio/EmoDB/wav/09a07Na.wav,Neutral,"In seven hours, it will be time.",1.8359375,16000,EmoDB
09a07Ta.wav,09,Data/padded_audio/EmoDB/wav/09a07Ta.wav,Sadness,"In seven hours, it will be time.",1.99425,16000,EmoDB
09a07Wb.wav,09,Data/padded_audio/EmoDB/wav/09a07Wb.wav,Anger,"In seven hours, it will be time.",1.987625,16000,EmoDB
09a07Wd.wav,09,Data/padded_audio/EmoDB/wav/09a07Wd.wav,Anger,"In seven hours, it will be time.",2.3193125,16000,EmoDB
09b01Ea.wav,09,Data/padded_audio/EmoDB/wav/09b01Ea.wav,Disgust,What kind of bags are those standing under the table?,3.731625,16000,EmoDB
09b01Na.wav,09,Data/padded_audio/EmoDB/wav/09b01Na.wav,Neutral,What kind of bags are those standing under the table?,2.4655625,16000,EmoDB
09b01Wb.wav,09,Data/padded_audio/EmoDB/wav/09b01Wb.wav,Anger,What kind of bags are those standing under the table?,2.1574375,16000,EmoDB
09b02Na.wav,09,Data/padded_audio/EmoDB/wav/09b02Na.wav,Neutral,They just carried it up and now they’re going back down.,2.70025,16000,EmoDB
09b02Tb.wav,09,Data/padded_audio/EmoDB/wav/09b02Tb.wav,Sadness,They just carried it up and now they’re going back down.,3.6546875,16000,EmoDB
09b02Wc.wav,09,Data/padded_audio/EmoDB/wav/09b02Wc.wav,Anger,They just carried it up and now they’re going back down.,2.7245,16000,EmoDB
09b02Wd.wav,09,Data/padded_audio/EmoDB/wav/09b02Wd.wav,Anger,They just carried it up and now they’re going back down.,2.6213125,16000,EmoDB
09b03Ed.wav,09,Data/padded_audio/EmoDB/wav/09b03Ed.wav,Disgust,"On weekends, I always went home and visited Agnes.",5.065125,16000,EmoDB
09b03Fa.wav,09,Data/padded_audio/EmoDB/wav/09b03Fa.wav,Happiness,"On weekends, I always went home and visited Agnes.",3.1416875,16000,EmoDB
09b03Fd.wav,09,Data/padded_audio/EmoDB/wav/09b03Fd.wav,Happiness,"On weekends, I always went home and visited Agnes.",3.3125,16000,EmoDB
09b03Nb.wav,09,Data/padded_audio/EmoDB/wav/09b03Nb.wav,Neutral,"On weekends, I always went home and visited Agnes.",3.8190625,16000,EmoDB
09b03Ta.wav,09,Data/padded_audio/EmoDB/wav/09b03Ta.wav,Sadness,"On weekends, I always went home and visited Agnes.",4.09325,16000,EmoDB
09b03Wb.wav,09,Data/padded_audio/EmoDB/wav/09b03Wb.wav,Anger,"On weekends, I always went home and visited Agnes.",3.6950625,16000,EmoDB
09b09Ea.wav,09,Data/padded_audio/EmoDB/wav/09b09Ea.wav,Disgust,I just want to drop this off and then go have a drink with Karl.,3.794375,16000,EmoDB
09b09Nd.wav,09,Data/padded_audio/EmoDB/wav/09b09Nd.wav,Neutral,I just want to drop this off and then go have a drink with Karl.,2.7140625,16000,EmoDB
09b09Wa.wav,09,Data/padded_audio/EmoDB/wav/09b09Wa.wav,Anger,I just want to drop this off and then go have a drink with Karl.,2.6223125,16000,EmoDB
09b10Aa.wav,09,Data/padded_audio/EmoDB/wav/09b10Aa.wav,Fear,She'll be in the spot where we always put her.,1.6560625,16000,EmoDB
09b10Nd.wav,09,Data/padded_audio/EmoDB/wav/09b10Nd.wav,Neutral,She'll be in the spot where we always put her.,2.2355,16000,EmoDB
09b10Wa.wav,09,Data/padded_audio/EmoDB/wav/09b10Wa.wav,Anger,She'll be in the spot where we always put her.,2.206625,16000,EmoDB
10a01Ac.wav,10,Data/padded_audio/EmoDB/wav/10a01Ac.wav,Fear,The cloth is lying on the icebox.,1.6795,16000,EmoDB
10a01Nb.wav,10,Data/padded_audio/EmoDB/wav/10a01Nb.wav,Neutral,The cloth is lying on the icebox.,1.8071875,16000,EmoDB
10a01Wa.wav,10,Data/padded_audio/EmoDB/wav/10a01Wa.wav,Anger,The cloth is lying on the icebox.,2.1703125,16000,EmoDB
10a02Ab.wav,10,Data/padded_audio/EmoDB/wav/10a02Ab.wav,Fear,The knife is in the drawer.,1.6079375,16000,EmoDB
10a02Fa.wav,10,Data/padded_audio/EmoDB/wav/10a02Fa.wav,Happiness,The knife is in the drawer.,1.524,16000,EmoDB
10a02Na.wav,10,Data/padded_audio/EmoDB/wav/10a02Na.wav,Neutral,The knife is in the drawer.,1.658625,16000,EmoDB
10a02Wa.wav,10,Data/padded_audio/EmoDB/wav/10a02Wa.wav,Anger,The knife is in the drawer.,2.1026875,16000,EmoDB
10a04Fd.wav,10,Data/padded_audio/EmoDB/wav/10a04Fd.wav,Happiness,I might tell him tonight.,1.5371875,16000,EmoDB
10a04Nb.wav,10,Data/padded_audio/EmoDB/wav/10a04Nb.wav,Neutral,I might tell him tonight.,2.0499375,16000,EmoDB
10a04Wa.wav,10,Data/padded_audio/EmoDB/wav/10a04Wa.wav,Anger,I might tell him tonight.,2.853375,16000,EmoDB
10a04Wb.wav,10,Data/padded_audio/EmoDB/wav/10a04Wb.wav,Anger,I might tell him tonight.,1.811375,16000,EmoDB
10a05Aa.wav,10,Data/padded_audio/EmoDB/wav/10a05Aa.wav,Fear,The black piece of paper is up there next to the piece of wood.,2.604125,16000,EmoDB
10a05Tb.wav,10,Data/padded_audio/EmoDB/wav/10a05Tb.wav,Sadness,The black piece of paper is up there next to the piece of wood.,3.3339375,16000,EmoDB
10a05Wb.wav,10,Data/padded_audio/EmoDB/wav/10a05Wb.wav,Anger,The black piece of paper is up there next to the piece of wood.,3.7520625,16000,EmoDB
10a07Aa.wav,10,Data/padded_audio/EmoDB/wav/10a07Aa.wav,Fear,"In seven hours, it will be time.",1.5960625,16000,EmoDB
10a07Ad.wav,10,Data/padded_audio/EmoDB/wav/10a07Ad.wav,Fear,"In seven hours, it will be time.",1.603375,16000,EmoDB
10a07Ta.wav,10,Data/padded_audio/EmoDB/wav/10a07Ta.wav,Sadness,"In seven hours, it will be time.",1.9558125,16000,EmoDB
10a07Wb.wav,10,Data/padded_audio/EmoDB/wav/10a07Wb.wav,Anger,"In seven hours, it will be time.",1.9734375,16000,EmoDB
10b01Aa.wav,10,Data/padded_audio/EmoDB/wav/10b01Aa.wav,Fear,What kind of bags are those standing under the table?,2.0875625,16000,EmoDB
10b01Ea.wav,10,Data/padded_audio/EmoDB/wav/10b01Ea.wav,Disgust,What kind of bags are those standing under the table?,2.390125,16000,EmoDB
10b01Fa.wav,10,Data/padded_audio/EmoDB/wav/10b01Fa.wav,Happiness,What kind of bags are those standing under the table?,2.4330625,16000,EmoDB
10b02Aa.wav,10,Data/padded_audio/EmoDB/wav/10b02Aa.wav,Fear,They just carried it up and now they’re going back down.,2.4623125,16000,EmoDB
10b02Na.wav,10,Data/padded_audio/EmoDB/wav/10b02Na.wav,Neutral,They just carried it up and now they’re going back down.,2.722,16000,EmoDB
10b02Wb.wav,10,Data/padded_audio/EmoDB/wav/10b02Wb.wav,Anger,They just carried it up and now they’re going back down.,2.8680625,16000,EmoDB
10b03Tb.wav,10,Data/padded_audio/EmoDB/wav/10b03Tb.wav,Sadness,"On weekends, I always went home and visited Agnes.",3.756375,16000,EmoDB
10b03Wb.wav,10,Data/padded_audio/EmoDB/wav/10b03Wb.wav,Anger,"On weekends, I always went home and visited Agnes.",4.4855,16000,EmoDB
10b09Ad.wav,10,Data/padded_audio/EmoDB/wav/10b09Ad.wav,Fear,I just want to drop this off and then go have a drink with Karl.,1.9768125,16000,EmoDB
10b09Wb.wav,10,Data/padded_audio/EmoDB/wav/10b09Wb.wav,Anger,I just want to drop this off and then go have a drink with Karl.,3.2135,16000,EmoDB
10b10Fc.wav,10,Data/padded_audio/EmoDB/wav/10b10Fc.wav,Happiness,She'll be in the spot where we always put her.,2.21175,16000,EmoDB
10b10Wa.wav,10,Data/padded_audio/EmoDB/wav/10b10Wa.wav,Anger,She'll be in the spot where we always put her.,2.6461875,16000,EmoDB
11a01Aa.wav,11,Data/padded_audio/EmoDB/wav/11a01Aa.wav,Fear,The cloth is lying on the icebox.,1.5573125,16000,EmoDB
11a01Ab.wav,11,Data/padded_audio/EmoDB/wav/11a01Ab.wav,Fear,The cloth is lying on the icebox.,1.50425,16000,EmoDB
11a01Nd.wav,11,Data/padded_audio/EmoDB/wav/11a01Nd.wav,Neutral,The cloth is lying on the icebox.,1.636375,16000,EmoDB
11a01Wc.wav,11,Data/padded_audio/EmoDB/wav/11a01Wc.wav,Anger,The cloth is lying on the icebox.,1.91975,16000,EmoDB
11a02Ec.wav,11,Data/padded_audio/EmoDB/wav/11a02Ec.wav,Disgust,The knife is in the drawer.,1.91,16000,EmoDB
11a02Fb.wav,11,Data/padded_audio/EmoDB/wav/11a02Fb.wav,Happiness,The knife is in the drawer.,1.7853125,16000,EmoDB
11a02Nc.wav,11,Data/padded_audio/EmoDB/wav/11a02Nc.wav,Neutral,The knife is in the drawer.,1.5340625,16000,EmoDB
11a02Tc.wav,11,Data/padded_audio/EmoDB/wav/11a02Tc.wav,Sadness,The knife is in the drawer.,2.0645,16000,EmoDB
11a02Wc.wav,11,Data/padded_audio/EmoDB/wav/11a02Wc.wav,Anger,The knife is in the drawer.,2.4259375,16000,EmoDB
11a04Ac.wav,11,Data/padded_audio/EmoDB/wav/11a04Ac.wav,Fear,I might tell him tonight.,1.5355625,16000,EmoDB
11a04Fd.wav,11,Data/padded_audio/EmoDB/wav/11a04Fd.wav,Happiness,I might tell him tonight.,1.886,16000,EmoDB
11a04Nd.wav,11,Data/padded_audio/EmoDB/wav/11a04Nd.wav,Neutral,I might tell him tonight.,1.684,16000,EmoDB
11a04Wc.wav,11,Data/padded_audio/EmoDB/wav/11a04Wc.wav,Anger,I might tell him tonight.,2.6789375,16000,EmoDB
11a05Ad.wav,11,Data/padded_audio/EmoDB/wav/11a05Ad.wav,Fear,The black piece of paper is up there next to the piece of wood.,2.9164375,16000,EmoDB
11a05Fb.wav,11,Data/padded_audio/EmoDB/wav/11a05Fb.wav,Happiness,The black piece of paper is up there next to the piece of wood.,3.5435,16000,EmoDB
11a05Fc.wav,11,Data/padded_audio/EmoDB/wav/11a05Fc.wav,Happiness,The black piece of paper is up there next to the piece of wood.,3.9264375,16000,EmoDB
11a05Na.wav,11,Data/padded_audio/EmoDB/wav/11a05Na.wav,Neutral,The black piece of paper is up there next to the piece of wood.,3.3205,16000,EmoDB
11a05Td.wav,11,Data/padded_audio/EmoDB/wav/11a05Td.wav,Sadness,The black piece of paper is up there next to the piece of wood.,5.6733125,16000,EmoDB
11a05Wd.wav,11,Data/padded_audio/EmoDB/wav/11a05Wd.wav,Anger,The black piece of paper is up there next to the piece of wood.,4.03825,16000,EmoDB
11a07Ac.wav,11,Data/padded_audio/EmoDB/wav/11a07Ac.wav,Fear,"In seven hours, it will be time.",1.9024375,16000,EmoDB
11a07Ta.wav,11,Data/padded_audio/EmoDB/wav/11a07Ta.wav,Sadness,"In seven hours, it will be time.",2.167375,16000,EmoDB
11a07Wc.wav,11,Data/padded_audio/EmoDB/wav/11a07Wc.wav,Anger,"In seven hours, it will be time.",2.238375,16000,EmoDB
11b01Ab.wav,11,Data/padded_audio/EmoDB/wav/11b01Ab.wav,Fear,What kind of bags are those standing under the table?,2.02425,16000,EmoDB
11b01Eb.wav,11,Data/padded_audio/EmoDB/wav/11b01Eb.wav,Disgust,What kind of bags are those standing under the table?,3.054375,16000,EmoDB
11b01Fc.wav,11,Data/padded_audio/EmoDB/wav/11b01Fc.wav,Happiness,What kind of bags are those standing under the table?,2.5549375,16000,EmoDB
11b01Nc.wav,11,Data/padded_audio/EmoDB/wav/11b01Nc.wav,Neutral,What kind of bags are those standing under the table?,2.2201875,16000,EmoDB
